1,29.2,18.29
2,29.2,18.21
3,29.2,18.12
4,29.2,18.05
5,29.2,18.02
6,29.2,18
7,29.2,17.94
8,29.2,17.88
9,29.2,17.82
10,29.2,17.78
11,29.2,17.73
12,29.2,17.68
13,29.2,17.69
14,29.2,17.6
15,29.2,17.53
16,29.2,17.52
17,29.2,17.45
18,29.2,17.42
19,29.2,17.39
20,29.2,17.33
21,29.2,17.33
22,29.2,17.27
23,29.2,17.18
24,29.2,17.14
25,29.2,17.1
26,29.2,17.07
27,29.2,17.03
28,29.2,16.99
29,29.2,16.96
30,29.2,16.92
31,29.2,16.89
32,29.2,16.87
33,29.2,16.83
34,29.2,16.78
35,29.2,16.77
36,29.2,16.74
37,29.2,16.71
38,29.2,16.71
39,29.2,16.66
40,29.2,16.62
41,29.2,16.62
42,29.2,16.6
43,29.2,16.54
44,29.2,16.53
45,29.2,16.51
46,29.2,16.46
47,29.2,16.43
48,29.2,16.43
49,29.2,16.39
50,29.2,16.38
51,29.2,16.34
52,29.2,16.32
53,29.2,16.29
54,29.2,16.28
55,29.2,16.26
56,29.2,16.23
57,29.2,16.21
58,29.2,16.18
59,29.2,16.15
60,29.2,16.13
61,29.2,16.12
62,29.2,16.1
63,29.2,16.08
64,29.2,16.03
65,29.2,16.06
66,29.2,16.04
67,29.2,16.04
68,29.2,15.98
69,29.2,16.02
70,29.2,16
71,28.99,15.86
72,28.61,15.74
73,28.46,15.36
74,28.09,15.07
75,27.62,14.89
76,27.49,14.6
77,27.35,14.37
78,27.19,13.27
79,27.2,14.07
80,27.17,14.07
81,27.16,14.07
82,27.15,14.12
83,27.18,14.31
84,27.17,13.9
85,27.48,14.95
86,27.83,15.2
87,27.78,14.31
88,27.58,14.62
89,27.38,14.34
90,27.21,13.98
91,27.09,13.55
92,26.89,12.32
93,26.93,13.39
94,26.97,13.52
95,26.9,13.06
96,26.85,12.93
97,26.84,13.03
98,26.82,13.05
99,26.84,13.17
100,26.83,13.18
101,26.83,13.16
102,26.8,12.94
103,26.74,12.49
104,26.67,12.19
105,26.63,11.88
106,26.56,11.58
107,26.51,11.35
108,26.47,11.34
109,26.45,11.42
110,26.44,11.55
111,26.44,11.64
112,26.43,11.64
113,26.43,11.82
114,26.46,12.24
115,26.49,12.52
116,26.52,12.48
117,26.5,12.18
118,26.48,12.11
119,26.5,12.55
120,26.63,13.65
121,26.86,14.56
122,27.25,14.81
123,27.17,14.25
124,27.1,14.41
125,27.14,14.06
126,26.98,13.89
127,27.22,14.61
128,27.49,14.62
129,27.31,14.22
130,27.04,13.59
131,26.85,12.63
132,26.8,12.82
133,26.81,13.02
134,26.81,13.03
135,26.8,13.04
136,26.8,13.09
137,26.75,12.64
138,26.65,11.92
139,26.6,12.05
140,26.62,12.48
141,26.64,12.64
142,26.63,12.5
143,26.59,12.16
144,26.53,11.76
145,26.48,11.44
146,26.42,11.17
147,26.39,11.25
148,26.38,11.46
149,26.37,11.33
150,26.35,11.15
151,26.31,10.89
152,26.27,10.55
153,26.22,10.21
154,26.19,10.05
155,26.15,9.87
156,26.13,9.9
157,26.11,10.01
158,26.11,10.16
159,26.1,10.03
160,26.06,9.33
161,25.99,8.33
162,25.94,7.71
163,25.89,7.59
164,25.89,8.15
165,25.92,8.99
166,25.92,8.99
167,25.93,9.29
168,25.97,10.23
169,25.99,10.45
170,26.02,10.64
171,26.06,11.41
172,26.1,11.86
173,26.1,11.22
174,26.07,10.45
175,26.04,10.13
176,26.04,10.51
177,26.05,10.87
178,26.04,10.47
179,25.99,9.51
180,25.94,8.97
181,25.9,8.42
182,25.85,7.61
183,25.79,6.87
184,25.75,6.32
185,25.72,5.96
186,25.7,5.88
187,25.69,5.95
188,25.69,6.04
189,25.69,6.15
190,25.69,6.24
191,25.68,5.93
192,25.65,5.51
193,25.64,5.46
194,25.65,5.8
195,25.66,6.12
196,25.67,6.35
197,25.66,6.1
198,25.66,6.18
199,25.66,6.33
200,25.67,6.6
201,25.69,7.19
202,25.73,7.99
203,25.76,8.51
204,25.77,8.51
205,25.76,8.03
206,25.74,7.64
207,25.74,7.8
208,25.74,7.78
209,25.72,7.64
210,25.71,7.52
211,25.71,7.67
212,25.72,7.78
213,25.72,7.81
214,25.72,8.03
215,25.74,8.32
216,25.76,8.76
217,25.77,8.9
218,25.78,9.16
219,25.8,9.64
220,25.83,10.33
221,25.87,10.94
222,25.9,11.19
223,25.9,10.67
224,25.85,9.07
225,25.78,8.14
226,25.75,8.33
227,25.76,8.68
228,25.75,8.54
229,25.75,8.62
230,25.75,8.58
231,25.72,7.8
232,25.68,6.96
233,25.64,6.43
234,25.61,6.23
235,25.61,6.52
236,25.63,6.78
237,25.62,6.63
238,25.6,6.37
239,25.59,6.11
240,25.58,5.94
241,25.57,5.81
242,25.57,5.83
243,25.58,6.14
244,25.58,6.45
245,25.59,6.48
246,25.59,6.49
247,25.58,6.42
248,25.59,6.58
249,25.59,6.5
250,25.58,6.39
251,25.57,6.14
252,25.55,5.82
253,25.55,5.75
254,25.54,5.77
255,25.53,5.47
256,25.52,5.17
257,25.51,5.1
258,25.5,5.02
259,25.49,4.88
260,25.49,4.82
261,25.49,4.85
262,25.49,4.89
263,25.48,4.89
264,25.48,4.84
265,25.48,4.79
266,25.47,4.67
267,25.47,4.61
268,25.47,4.61
269,25.45,4.19
270,25.43,3.55
271,25.41,3.24
272,25.41,3.33
273,25.41,3.41
274,25.41,3.49
275,25.41,3.57
276,25.41,3.6
277,25.39,3.36
278,25.38,3.05
279,25.37,2.79
280,25.37,2.87
281,25.37,3.07
282,25.38,3.41
283,25.38,3.49
284,25.39,4.03
285,25.42,4.77
286,25.42,4.68
287,25.41,4.42
288,25.43,5.35
289,25.44,5.44
290,25.43,5.1
291,25.43,5.15
292,25.43,5.35
293,25.43,5.31
294,25.42,4.93
295,25.39,4.54
296,25.38,4.17
297,25.37,3.82
298,25.35,3.54
299,25.34,3.4
300,25.33,3.15
301,25.32,2.91
302,25.31,2.64
303,25.29,2.25
304,25.27,1.89
305,25.26,1.65
306,25.25,1.42
307,25.24,1.22
308,25.23,1.4
309,25.22,1.15
310,25.21,0.99
311,25.21,0.86
312,25.21,0.76
313,25.2,0.72
314,25.19,0.68
315,25.19,0.75
316,25.19,0.77
317,25.19,0.77
318,25.18,0.79
319,25.18,0.79
320,25.17,0.75
321,25.16,0.63
322,25.15,0.61
323,25.15,0.58
324,25.15,0.65
325,25.14,0.47
326,25.14,0.45
327,25.13,0.38
328,25.12,0.31
329,25.12,0.23
330,25.11,0.3
331,25.11,0.26
332,25.1,0.21
333,25.1,0.16
334,25.1,0.12
335,25.09,0.1
336,25.09,0.28
337,25.09,0.19
338,25.08,0.13
339,25.08,0.04
340,25.08,0.04
341,25.07,0.04
342,25.07,0.03
343,25.07,0.02
344,25.07,0.01
345,25.06,0
346,25.05,-0.01
347,25.05,-0.02
348,25.05,-0.02
349,25.04,-0.01
350,25.04,0.06
351,25.04,-0.07
352,25.04,-0.01
353,25.03,-0.08
354,25.03,-0.08
355,25.03,0
356,25.03,-0.05
357,25.02,0.04
358,25.02,0.12
359,25.02,0.05
360,25.02,0.11
361,25.02,0.12
362,25.02,0.03
363,25.01,0.13
364,25.02,0.04
365,25.01,0.1
366,25.01,0
367,25,0
368,25,0
369,25,0
370,25,0
371,25,0
372,25,0
373,25,0
374,25,0
375,24.99,0
376,24.99,0
377,24.99,0
378,24.99,0
379,24.99,0
380,24.99,0
381,24.99,0
382,24.98,0
383,24.98,0
384,24.98,0
385,24.98,0
386,24.98,0
387,24.98,0
388,24.98,0
389,24.98,0
390,24.98,0
391,24.97,0
392,24.97,0
393,24.97,0
394,24.97,0
395,24.97,0
396,24.97,0
397,24.96,0
398,24.96,0
399,24.96,0
400,24.96,0
401,24.96,0
402,24.96,0
403,24.96,0
404,24.96,0
405,24.96,0
406,24.96,0
407,24.96,0
408,24.95,0
409,24.95,0
410,24.95,0
411,24.94,0
412,24.94,0
413,24.94,0
414,24.94,0
415,24.94,0
416,24.94,0
417,24.94,0
418,24.94,0
419,24.93,0
420,24.93,0
421,24.93,0
422,24.93,0
423,24.93,0
424,24.93,0
425,24.93,0
426,24.93,0
427,24.93,0
428,24.92,0
429,24.92,0
430,24.92,0
431,24.92,0
432,24.92,0
433,24.92,0
434,24.92,0
435,24.92,0
436,24.91,0
437,24.91,0
438,24.91,0
439,24.91,0
440,24.91,0
441,24.91,0
442,24.91,0
443,24.91,0
444,24.91,0
445,24.9,0
446,24.9,0
447,24.9,0
448,24.9,0
449,24.9,0
450,24.9,0
451,24.9,0
452,24.89,0
453,24.89,0
454,24.89,0
455,24.89,0
456,24.89,0
457,24.89,0
458,24.88,0
459,24.88,0
460,24.88,0
461,24.88,0
462,24.88,0
463,24.88,0
464,24.88,0
465,24.87,0
466,24.87,0
467,24.87,0
468,24.87,0
469,24.87,0
470,24.87,0
471,24.87,0
472,24.87,0
473,24.86,0
474,24.86,0
475,24.86,0
476,24.86,0
477,24.86,0
478,24.86,0
479,24.86,0
480,24.85,0
481,24.85,0
482,24.85,0
483,24.85,0
484,24.85,0
485,24.85,0
486,24.85,0
487,24.85,0
488,24.85,0
489,24.85,0
490,24.84,0
491,24.84,0
492,24.84,0
493,24.84,0
494,24.83,0
495,24.83,0
496,24.83,0
497,24.83,0
498,24.83,0
499,24.83,0
500,24.83,0
501,24.83,0
502,24.82,0
503,24.82,0
504,24.82,0
505,24.82,0
506,24.82,0
507,24.82,0
508,24.82,0
509,24.82,0
510,24.82,0
511,24.81,0
512,24.81,0
513,24.81,0
514,24.81,0
515,24.81,0
516,24.81,0
517,24.81,0
518,24.81,0
519,24.81,0
520,24.8,0
521,24.8,0
522,24.8,0
523,24.8,0
524,24.8,0
525,24.8,0
526,24.8,0
527,24.8,0
528,24.79,0
529,24.79,0
530,24.79,0
531,24.79,0
532,24.79,0
533,24.79,0
534,24.78,0
535,24.79,0
536,24.78,0
537,24.78,0
538,24.78,0
539,24.78,0
540,24.77,0
541,24.77,0
542,24.77,0
543,24.77,0
544,24.77,0
545,24.77,0
546,24.77,0
547,24.77,0
548,24.76,0
549,24.76,0
550,24.76,0
551,24.76,0
552,24.76,0
553,24.76,0
554,24.76,0
555,24.76,0
556,24.76,0
557,24.75,0
558,24.75,0
559,24.75,0
560,24.75,0
561,24.75,0
562,24.75,0
563,24.75,0
564,24.75,0
565,24.75,0
566,24.74,0
567,24.74,0
568,24.74,0
569,24.74,0
570,24.74,0
571,24.74,0
572,24.74,0
573,24.73,0
574,24.73,0
575,24.73,0
576,24.73,0
577,24.72,0
578,24.72,0
579,24.72,0
580,24.72,0
581,24.72,0
582,24.72,0
583,24.72,0
584,24.72,0
585,24.71,0
586,24.71,0
587,24.71,0
588,24.71,0
589,24.71,0
590,24.71,0
591,24.71,0
592,24.71,0
593,24.7,0
594,24.7,0
595,24.7,0
596,24.7,0
597,24.7,0
598,24.7,0
599,24.7,0
600,24.7,0
601,24.7,0
602,24.69,0
603,24.7,0
604,24.69,0
605,24.69,0
606,24.69,0
607,24.69,0
608,24.69,0
609,24.69,0
610,24.68,0
611,24.68,0
612,24.68,0
613,24.68,0
614,24.68,0
615,24.68,0
616,24.68,0
617,24.67,0
618,24.67,0
619,24.67,0
620,24.67,0
621,24.66,0
622,24.66,0
623,24.67,0
624,24.66,0
625,24.66,0
626,24.66,0
627,24.66,0
628,24.66,0
629,24.65,0
630,24.65,0
631,24.65,0
632,24.65,0
633,24.65,0
634,24.65,0
635,24.65,0
636,24.65,0
637,24.65,0
638,24.64,0
639,24.64,0
640,24.64,0
641,24.64,0
642,24.64,0
643,24.64,0
644,24.64,0
645,24.63,0
646,24.63,0
647,24.63,0
648,24.63,0
649,24.63,0
650,24.63,0
651,24.62,0
652,24.62,0
653,24.62,0
654,24.62,0
655,24.62,0
656,24.62,0
657,24.61,0
658,24.61,0
659,24.61,0
660,24.61,0
661,24.61,0
662,24.61,0
663,24.61,0
664,24.6,0
665,24.6,0
666,24.6,0
667,24.6,0
668,24.6,0
669,24.6,0
670,24.6,0
671,24.6,0
672,24.6,0
673,24.6,0
674,24.59,0
675,24.59,0
676,24.59,0
677,24.59,0
678,24.59,0
679,24.59,0
680,24.59,0
681,24.59,0
682,24.58,0
683,24.58,0
684,24.58,0
685,24.58,0
686,24.58,0
687,24.58,0
688,24.58,0
689,24.57,0
690,24.57,0
691,24.57,0
692,24.57,0
693,24.57,0
694,24.57,0
695,24.57,0
696,24.57,0
697,24.56,0
698,24.56,0
699,24.56,0
700,24.55,0
701,24.55,0
702,24.55,0
703,24.55,0
704,24.55,0
705,24.55,0
706,24.55,0
707,24.55,0
708,24.54,0
709,24.54,0
710,24.54,0
711,24.54,0
712,24.54,0
713,24.54,0
714,24.54,0
715,24.53,0
716,24.53,0
717,24.53,0
718,24.53,0
719,24.53,0
720,24.53,0
721,24.53,0
722,24.52,0
723,24.53,0
724,24.52,0
725,24.53,0
726,24.52,0
727,24.52,0
728,24.52,0
729,24.52,0
730,24.52,0
731,24.51,0
732,24.51,0
733,24.51,0
734,24.51,0
735,24.51,0
736,24.51,0
737,24.51,0
738,24.51,0
739,24.5,0
740,24.5,0
741,24.5,0
742,24.5,0
743,24.5,0
744,24.49,0
745,24.49,0
746,24.49,0
747,24.49,0
748,24.49,0
749,24.49,0
750,24.49,0
751,24.49,0
752,24.49,0
753,24.48,0
754,24.48,0
755,24.48,0
756,24.48,0
757,24.48,0
758,24.48,0
759,24.47,0
760,24.47,0
761,24.47,0
762,24.47,0
763,24.47,0
764,24.47,0
765,24.47,0
766,24.46,0
767,24.46,0
768,24.46,0
769,24.46,0
770,24.46,0
771,24.46,0
772,24.46,0
773,24.45,0
774,24.45,0
775,24.45,0
776,24.45,0
777,24.44,0
778,24.44,0
779,24.44,0
780,24.44,0
781,24.44,0
782,24.44,0
783,24.44,0
784,24.44,0
785,24.43,0
786,24.43,0
787,24.43,0
788,24.43,0
789,24.43,0
790,24.43,0
791,24.43,0
792,24.42,0
793,24.42,0
794,24.42,0
795,24.42,0
796,24.42,0
797,24.42,0
798,24.42,0
799,24.42,0
800,24.42,0
801,24.41,0
802,24.41,0
803,24.41,0
804,24.41,0
805,24.41,0
806,24.41,0
807,24.4,0
808,24.4,0
809,24.4,0
810,24.4,0
811,24.4,0
812,24.4,0
813,24.4,0
814,24.4,0
815,24.39,0
816,24.39,0
817,24.39,0
818,24.39,0
819,24.38,0
820,24.38,0
821,24.38,0
822,24.38,0
823,24.38,0
824,24.38,0
825,24.37,0
826,24.37,0
827,24.37,0
828,24.37,0
829,24.37,0
830,24.37,0
831,24.37,0
832,24.37,0
833,24.36,0
834,24.36,0
835,24.36,0
836,24.36,0
837,24.36,0
838,24.36,0
839,24.36,0
840,24.36,0
841,24.35,0
842,24.35,0
843,24.35,0
844,24.35,0
845,24.35,0
846,24.35,0
847,24.35,0
848,24.34,0
849,24.34,0
850,24.34,0
851,24.33,0
852,24.33,0
853,24.33,0
854,24.33,0
855,24.33,0
856,24.33,0
857,24.33,0
858,24.32,0
859,24.32,0
860,24.32,0
861,24.32,0
862,24.32,0
863,24.32,0
864,24.32,0
865,24.32,0
866,24.31,0
867,24.31,0
868,24.31,0
869,24.31,0
870,24.31,0
871,24.3,0
872,24.31,0
873,24.31,0
874,24.3,0
875,24.3,0
876,24.3,0
877,24.3,0
878,24.3,0
879,24.29,0
880,24.29,0
881,24.29,0
882,24.29,0
883,24.29,0
884,24.29,0
885,24.29,0
886,24.29,0
887,24.28,0
888,24.28,0
889,24.27,0
890,24.27,0
891,24.27,0
892,24.27,0
893,24.27,0
894,24.27,0
895,24.27,0
896,24.27,0
897,24.26,0
898,24.26,0
899,24.26,0
900,24.26,0
901,24.26,0
902,24.26,0
903,24.26,0
904,24.26,0
905,24.25,0
906,24.25,0
907,24.25,0
908,24.25,0
909,24.25,0
910,24.25,0
911,24.25,0
912,24.24,0
913,24.24,0
914,24.24,0
915,24.24,0
916,24.24,0
917,24.24,0
918,24.24,0
919,24.23,0
920,24.23,0
921,24.22,0
922,24.22,0
923,24.22,0
924,24.22,0
925,24.22,0
926,24.22,0
927,24.22,0
928,24.22,0
929,24.22,0
930,24.22,0
931,24.21,0
932,24.21,0
933,24.21,0
934,24.21,0
935,24.21,0
936,24.21,0
937,24.2,0
938,24.2,0
939,24.2,0
940,24.2,0
941,24.2,0
942,24.2,0
943,24.19,0
944,24.19,0
945,24.19,0
946,24.19,0
947,24.19,0
948,24.19,0
949,24.19,0
950,24.18,0
951,24.18,0
952,24.18,0
953,24.18,0
954,24.18,0
955,24.18,0
956,24.18,0
957,24.17,0
958,24.17,0
959,24.17,0
960,24.16,0
961,24.16,0
962,24.16,0
963,24.16,0
964,24.16,0
965,24.16,0
966,24.15,0
967,24.15,0
968,24.15,0
969,24.15,0
970,24.15,0
971,24.14,0
972,24.14,0
973,24.14,0
974,24.14,0
975,24.14,0
976,24.14,0
977,24.14,0
978,24.13,0
979,24.13,0
980,24.13,0
981,24.13,0
982,24.13,0
983,24.13,0
984,24.12,0
985,24.12,0
986,24.12,0
987,24.12,0
988,24.11,0
989,24.11,0
990,24.11,0
991,24.11,0
992,24.11,0
993,24.11,0
994,24.11,0
995,24.1,0
996,24.1,0
997,24.1,0
998,24.1,0
999,24.1,0
1000,24.1,0
1001,24.09,0
1002,24.09,0
1003,24.09,0
1004,24.09,0
1005,24.09,0
1006,24.09,0
1007,24.09,0
1008,24.08,0
1009,24.08,0
1010,24.08,0
1011,24.08,0
1012,24.08,0
1013,24.07,0
1014,24.07,0
1015,24.07,0
1016,24.07,0
1017,24.07,0
1018,24.07,0
1019,24.07,0
1020,24.06,0
1021,24.06,0
1022,24.05,0
1023,24.05,0
1024,24.05,0
1025,24.05,0
1026,24.05,0
1027,24.05,0
1028,24.04,0
1029,24.04,0
1030,24.04,0
1031,24.04,0
1032,24.04,0
1033,24.04,0
1034,24.03,0
1035,24.03,0
1036,24.03,0
1037,24.03,0
1038,24.03,0
1039,24.03,0
1040,24.02,0
1041,24.02,0
1042,24.02,0
1043,24.02,0
1044,24.02,0
1045,24.02,0
1046,24.02,0
1047,24.01,0
1048,24.01,0
1049,24.01,0
1050,24.01,0
1051,24.01,0
1052,24,0
1053,24,0
1054,24,0
1055,23.99,0
1056,23.99,0.03
1057,23.99,0.06
1058,23.99,0.09
1059,23.99,0.08
1060,23.98,0.07
1061,23.98,-0.03
1062,23.98,-0.07
1063,23.98,0
1064,23.98,-0.09
1065,23.97,-0.07
1066,23.97,-0.08
1067,23.97,-0.08
1068,23.97,-0.02
1069,23.97,-0.04
1070,23.97,-0.05
1071,23.96,0.03
1072,23.96,0.02
1073,23.96,-0.02
1074,23.96,-0.01
1075,23.96,0
1076,23.96,0.1
1077,23.96,0
1078,23.95,0
1079,23.94,0.08
1080,23.94,0.04
1081,23.94,0.05
1082,23.94,0.18
1083,23.94,0.16
1084,23.94,0.17
1085,23.93,0.18
1086,23.93,0.11
1087,23.93,0.14
1088,23.93,0.14
1089,23.93,0.15
1090,23.93,0.14
1091,23.92,0.1
1092,23.92,0.09
1093,23.92,0.09
1094,23.92,0.11
1095,23.92,0.36
1096,23.92,0.33
1097,23.91,0.46
1098,23.91,0.46
1099,23.91,0.49
1100,23.91,0.55
1101,23.91,0.65
1102,23.91,0.73
1103,23.91,0.8
1104,23.92,1.21
1105,23.92,1.38
1106,23.92,1.31
1107,23.92,1.33
1108,23.92,1.34
1109,23.91,1.34
1110,23.91,1.39
1111,23.91,1.37
1112,23.91,1.45
1113,23.91,1.5
1114,23.91,1.56
1115,23.91,1.69
1116,23.92,1.96
1117,23.92,2.14
1118,23.93,2.39
1119,23.93,2.6
1120,23.92,2.37
1121,23.93,2.74
1122,23.93,2.54
1123,23.92,2.32
1124,23.92,2.21
1125,23.92,2.34
1126,23.92,2.25
1127,23.91,2.28
1128,23.91,2.51
1129,23.92,2.71
1130,23.92,2.8
1131,23.92,2.85
1132,23.92,2.94
1133,23.93,3.21
1134,23.93,3.52
1135,23.94,3.93
1136,23.96,4.33
1137,23.97,4.78
1138,23.98,5.35
1139,23.98,5.01
1140,23.97,4.69
1141,23.96,4.56
1142,23.96,4.55
1143,23.96,4.48
1144,23.97,4.92
1145,23.97,4.91
1146,23.96,4.85
1147,23.97,5.29
1148,23.99,5.99
1149,24.01,6.53
1150,24.03,7.01
1151,24.05,7.71
1152,24.09,8.75
1153,24.08,8.1
1154,24.04,7.34
1155,24.03,7.19
1156,24.02,6.32
1157,23.99,5.59
1158,24.01,6.67
1159,24.04,7.4
1160,24.05,7.58
1161,24.02,6.46
1162,24,6.16
1163,24,6.25
1164,24.02,6.97
1165,24.05,7.99
1166,24.09,8.94
1167,24.07,8.27
1168,24.03,7.01
1169,24.04,7.56
1170,24.04,7.59
1171,24.04,7.66
1172,24.05,7.63
1173,24.03,7.27
1174,24.07,8.38
1175,24.07,8.3
1176,24.08,8.69
1177,24.09,8.94
1178,24.1,9.16
1179,24.09,8.66
1180,24.13,9.8
1181,24.15,10.3
1182,24.16,10.58
1183,24.17,10.49
1184,24.19,11.07
1185,24.19,10.93
1186,24.19,10.83
1187,24.17,10.14
1188,24.14,9.65
1189,24.14,9.65
1190,24.12,9.23
1191,24.11,8.98
1192,24.1,8.97
1193,24.09,8.64
1194,24.08,8.4
1195,24.08,8.57
1196,24.1,9.1
1197,24.11,9.27
1198,24.11,9.55
1199,24.14,10.04
1200,24.15,10.04
1201,24.15,9.97
1202,24.11,9.05
1203,24.08,8.32
1204,24.09,8.8
1205,24.13,10.14
1206,24.16,10.46
1207,24.2,11.85
1208,24.22,11.79
1209,24.22,11.52
1210,24.19,10.75
1211,24.2,10.76
1212,24.25,12.37
1213,24.25,12.17
1214,24.21,10.32
1215,24.18,10.09
1216,24.21,11.21
1217,24.23,11.56
1218,24.26,12.58
1219,24.29,12.94
1220,24.25,11.14
1221,24.3,13.27
1222,24.33,13.43
1223,24.32,12.27
1224,24.27,11.15
1225,24.29,11.46
1226,24.3,11.93
1227,24.33,12.75
1228,24.32,12.71
1229,24.37,14.64
1230,24.36,13.17
1231,24.4,12.95
1232,24.39,13.49
1233,24.35,12.21
1234,24.44,13.51
1235,24.4,13.27
1236,24.43,14.69
1237,24.48,14.54
1238,24.45,13.75
1239,24.42,12.89
1240,24.42,13.45
1241,24.43,13.81
1242,24.44,13.7
1243,24.4,12.43
1244,24.4,12.87
1245,24.41,13.15
1246,24.4,12.81
1247,24.4,12.94
1248,24.46,14.62
1249,24.48,15
1250,24.64,20.21
1251,24.43,12.24
1252,24.4,11.99
1253,24.43,13.67
1254,24.6,17.46
1255,24.8,19.68
1256,24.72,16.88
1257,24.66,15.3
1258,24.97,23.46
1259,24.65,14.07
1260,24.97,28.31
1261,24.9,18.18
1262,25.18,25.49
1263,25.39,30.92
1264,25.32,26.51
1265,25.3,29.02
1266,25.24,21.36
1267,25.19,26.72
1268,25.1,16.86
1269,25.12,19.32
1270,25.54,36.11
1271,25.13,18.86
1272,25.13,18.86
1273,25.13,18.86
1274,25.11,18.95
1275,25.11,18.95
1276,25.11,18.95
1277,25.11,18.95
1278,25.11,18.95
1279,25.11,18.95
1280,25.11,18.95
1281,25.11,18.95
1282,25.11,18.95
1283,24.83,17.28
1284,24.95,19.23
1285,25.01,19.51
1286,24.99,18.28
1287,24.9,13.25
1288,24.9,13.25
1289,24.31,-0.02
1290,24.24,-0.03
1291,24.2,-0.01
1292,24.13,0
1293,24.09,0
1294,24.08,0
1295,24.05,0
1296,24.02,0
1297,24,0
1298,23.98,0
1299,23.96,0
1300,23.94,0
1301,23.92,0
1302,23.91,0
1303,23.89,0
1304,23.88,0
1305,23.87,0
1306,23.85,0
1307,23.85,0
1308,23.83,0
1309,23.82,0
1310,23.82,0
1311,23.81,0
1312,23.8,0
1313,23.8,0
1314,23.79,0
1315,23.78,0
1316,23.77,0
1317,23.77,0
1318,23.76,0
1319,23.76,0
1320,23.76,0
1321,23.75,0
1322,23.75,0
1323,23.74,0
1324,23.74,0
1325,23.74,0
1326,23.73,0
1327,23.73,0
1328,23.72,0
1329,23.72,0
1330,23.71,0
1331,23.71,0
1332,23.71,0
1333,23.7,0
1334,23.7,0
1335,23.7,0
1336,23.69,0
1337,23.69,0
1338,23.69,0
1339,23.68,0
1340,23.68,0
1341,23.67,0
1342,23.67,0
1343,23.66,0
1344,23.66,0
1345,23.66,0
1346,23.65,0
1347,23.65,0
1348,23.65,0
1349,23.64,0
1350,23.64,0
1351,23.63,0
1352,23.63,0
1353,23.63,0
1354,23.62,0
1355,23.62,0
1356,23.61,0
1357,23.61,0
1358,23.61,0
1359,23.6,0
1360,23.6,0
1361,23.6,0
1362,23.59,0
1363,23.59,0
1364,23.59,0
1365,23.58,0
1366,23.58,0
1367,23.58,0
1368,23.57,0
1369,23.57,0
1370,23.56,0
1371,23.55,0
1372,23.55,0
1373,23.55,0
1374,23.54,0
1375,23.54,0
1376,23.54,0
1377,23.53,0
1378,23.53,0
1379,23.53,0
1380,23.52,0
1381,23.52,0
1382,23.52,0
1383,23.52,0
1384,23.51,0
1385,23.51,0
1386,23.5,0
1387,23.5,0
1388,23.49,0
1389,23.49,0
1390,23.48,0
1391,23.48,0
1392,23.47,0
1393,23.47,0
1394,23.47,0
1395,23.47,0
1396,23.46,0
1397,23.46,0
1398,23.45,0
1399,23.44,0
1400,23.44,0
1401,23.44,0
1402,23.43,0
1403,23.43,0
1404,23.42,0
1405,23.42,0
1406,23.42,0
1407,23.41,0
1408,23.41,0
1409,23.4,0
1410,23.4,0
1411,23.4,0
1412,23.39,0
1413,23.38,0
1414,23.38,0
1415,23.37,0
1416,23.37,0
1417,23.36,0
1418,23.36,0
1419,23.35,0
1420,23.35,0
1421,23.35,0
1422,23.34,0
1423,23.33,0
1424,23.33,0
1425,23.32,0
1426,23.32,0
1427,23.31,0
1428,23.31,0
1429,23.3,0
1430,23.3,0
1431,23.29,0
1432,23.29,0
1433,23.28,0
1434,23.27,0
1435,23.27,0
1436,23.26,0
1437,23.25,0
1438,23.25,0
1439,23.25,0
1440,23.24,0
1441,23.23,0
1442,23.23,0
1443,23.22,0
1444,23.21,0
1445,23.2,0
1446,23.2,0
1447,23.19,0
1448,23.19,0
1449,23.18,0
1450,23.17,0
1451,23.16,0
1452,23.16,0
1453,23.15,0
1454,23.14,0
1455,23.13,0
1456,23.13,0
1457,23.12,0
1458,23.12,0
1459,23.1,0
1460,23.1,0
1461,23.09,0
1462,23.08,0
1463,23.08,0
1464,23.07,0
1465,23.06,0
1466,23.05,0
1467,23.04,0
1468,23.03,0
1469,23.02,0
1470,23.01,0
1471,23.01,0
1472,23,0
1473,22.99,0
1474,22.98,0
1475,22.97,0
1476,22.96,0
1477,22.95,0
1478,22.94,0
1479,22.93,0
1480,22.92,0
1481,22.91,0
1482,22.9,0
1483,22.89,0
1484,22.88,0
1485,22.87,0
1486,22.86,0
1487,22.85,0
1488,22.84,0
1489,22.82,0
1490,22.81,0
1491,22.8,0
1492,22.79,0
1493,22.77,0
1494,22.75,0
1495,22.74,0
1496,22.73,0
1497,22.71,0
1498,22.69,0
1499,22.66,0
1500,22.64,0
1501,22.63,0
1502,22.6,0
1503,22.58,0
1504,22.54,0
1505,22.52,0
1506,22.5,0
1507,22.47,0
1508,22.43,0
1509,22.4,0
1510,22.37,0
1511,22.34,0
1512,22.3,0
1513,22.27,0
1514,22.23,0
1515,22.2,0
1516,22,
1517,22,
1518,21.9,
1519,21.8,
1520,21.5,
1521,21.4,
1522,21,
1523,21,
1524,21,
1525,21,
1526,21,
1527,20.8,
